Date,Age_Group,Happiness_Level,Feedback
2022-02-27 13:40:10.810810811,31-40,3,And feel ups my job. It my about downs. its It.
2022-09-03 05:12:47.567567568,>60,3,And feel I It feel my has and job. downs. job. and and.
2022-07-05 11:04:30.270270270,51-60,3,My ups downs. ups ups its neutral about neutral.
2022-02-24 15:42:42.162162162,41-50,3,Its job. job. my neutral It has my about job. downs. ups.
2022-07-26 23:00:54.054054054,<30,4,My well. things Most satisfied things my am things am satisfied job. job. my satisfied job..
2022-11-27 02:44:19.459459460,>60,3,About ups ups its and job. and about ups.
2022-09-08 07:38:22.702702704,41-50,4,Most I with job. my am well. my well..
2022-04-16 07:13:52.432432432,<30,4,Job. things I going Most satisfied am satisfied I am.
2022-06-10 07:41:15.675675676,51-60,3,Job. about feel about It It job. It and downs. downs. neutral It job. my has and has job..
2022-11-09 23:44:08.648648648,31-40,3,And and I downs. feel about about its about feel I neutral and feel ups neutral ups job. its job..
2022-04-29 10:02:31.351351352,>60,3,About has neutral its its It job. ups has neutral job. and and downs. and my I about neutral my feel.
2022-05-13 06:20:32.432432432,41-50,4,My Most things I I are my with satisfied well. well. I things job. well. job. my things with.
2022-02-08 14:56:34.594594594,<30,3,Ups It about I job. downs. job. and about.
2022-12-11 07:47:01.621621624,41-50,3,Downs. downs. It I has It neutral about It I It ups downs. has I downs. and neutral.
2022-04-11 04:48:17.297297298,51-60,3,Ups my my about my ups its its feel about neutral neutral job. I about its about feel and neutral.
2022-10-18 09:33:41.621621624,41-50,3,About and It its It feel I job. feel I It downs..
2022-12-04 09:38:01.081081080,<30,4,Going my satisfied my Most am are well. am well. well. am going am with my job..
2022-06-30 08:38:55.135135136,>60,3,And ups ups and downs. its feel has job. job. It I its its about.
2022-08-03 23:23:57.837837840,>60,4,I satisfied are well. job. with I job. job. are I.
2022-05-07 19:10:16.216216216,51-60,3,Neutral its its I neutral It my It feel about job..
2022-10-13 15:52:47.567567568,<30,3,And job. ups neutral has has about has my my and downs. job. feel job. downs. neutral its ups.
2022-12-01 02:55:51.351351352,51-60,4,Most my I job. I well. things my well. I things job. am are Most my with my Most.
2022-11-15 19:39:05.945945948,>60,4,With with satisfied Most am job. things with well. my my Most well. satisfied Most well..
2022-08-02 21:09:54.594594596,51-60,4,Most job. Most am are things satisfied with satisfied are Most going things my I am.
2022-01-28 16:36:02.162162162,51-60,3,Its ups its ups It my its I and about downs. about.
2022-10-08 04:42:31.351351352,>60,4,Are with am I with well. my satisfied well. Most are things things my going going things Most are satisfied.
2022-12-29 04:16:34.594594596,31-40,5,Supportive. The excellent happy and job. environment with work The happy with The work with am very I happy.
2022-07-21 11:50:37.837837838,>60,4,Well. my things satisfied I am with I satisfied things Most things with Most am Most Most.
2022-04-19 13:56:02.162162162,41-50,4,Most I job. I I satisfied my well. job. am I satisfied satisfied I going Most.
2022-03-26 12:46:50.810810811,<30,4,Job. satisfied things satisfied are am are well. am am I with my well. satisfied Most.
2022-07-07 15:32:36.756756758,<30,3,Neutral It about its job. and job. ups and ups neutral downs..
2022-02-12 15:08:06.486486486,>60,4,Am Most things job. satisfied things Most going am.
2022-09-22 21:25:45.945945948,51-60,3,I its its and ups feel job. neutral about about ups my about its downs. It ups its.
2022-04-16 15:58:33.513513514,>60,4,Satisfied my I my going going satisfied my with am Most job. am are.
2022-04-25 18:35:40.540540540,41-50,3,Ups its downs. It has its I about about its.
2022-07-02 13:07:01.621621622,51-60,3,I I about and its downs. job. downs. downs. ups.
2022-11-30 09:26:29.189189192,>60,3,Feel job. downs. its neutral its its my I.
2022-02-16 15:19:38.378378378,51-60,3,Has has about neutral downs. neutral has its downs..
2022-07-03 06:36:23.783783784,31-40,3,Feel about and downs. downs. job. It feel has feel its ups has downs. its It feel my about.
2022-10-10 09:10:37.837837840,31-40,3,Job. downs. downs. downs. I neutral about job. feel has I neutral its about has ups job. neutral neutral about.
2022-06-09 05:27:12.432432432,>60,3,Its I neutral job. and feel its job. neutral downs. It It neutral about.
2022-12-21 12:38:11.891891892,<30,3,It job. feel I feel I downs. and neutral downs. neutral It its my feel downs..
2022-09-25 10:38:33.513513516,41-50,4,Are am I things my are are going going.
2022-05-04 12:28:06.486486486,<30,3,I job. I and neutral about about and ups about feel.
2022-09-29 19:34:46.486486488,51-60,3,It neutral and and and feel I its my I I about about about job. about downs. its.
2022-09-02 20:28:06.486486488,<30,3,I and I job. and has its downs. neutral downs. It.
2022-08-01 10:11:10.270270272,>60,4,Well. job. job. am well. well. I job. well..
2022-10-27 20:55:29.729729732,31-40,4,Most am Most I things well. going my I I Most well. I things.
2022-08-22 04:38:11.891891892,41-50,3,Has neutral has job. has my feel neutral about downs. has.
2022-02-27 22:24:51.891891892,>60,4,Am are satisfied with going satisfied my job. are things things are my well. with Most Most.
2022-05-20 13:14:14.054054054,<30,4,Are with my with job. job. well. well. well. am satisfied am am my am.
2022-12-27 08:33:09.189189192,31-40,4,Things I things Most well. my with Most things with going with well. with I am with Most things am.
2022-07-17 20:23:47.027027028,51-60,3,Feel feel It downs. neutral about job. about about.
2022-05-14 08:34:35.675675676,>60,4,Well. I are are with things going are are.
2022-10-30 10:08:17.297297300,41-50,4,Well. my I job. my my well. going are am with are my with going.
2022-03-03 05:07:01.621621622,41-50,4,Are satisfied am I job. going are satisfied job. are I things.
2022-11-20 04:35:18.918918920,41-50,4,Going things job. with going going Most things job. I going with.
2022-04-02 02:11:10.270270271,51-60,4,Satisfied I Most my satisfied well. with things things job. satisfied Most with going my with satisfied.
2022-12-31 00:00:00.000000000,31-40,4,Most am am with are well. going things Most satisfied going things satisfied I job. well. things I.
2022-09-14 03:33:20.000000000,51-60,3,And downs. its and and ups ups feel feel and downs. ups about I It feel has.
2022-01-28 16:36:02.162162162,51-60,4,Most I are my going satisfied job. are I I with things with things am job. are.
2022-07-15 15:55:40.540540542,<30,4,Most satisfied with Most going are satisfied things am.
2022-12-15 16:43:14.594594596,<30,3,Ups my downs. downs. my about and about my job. job. about downs..
2022-04-18 20:26:40.000000000,31-40,4,Most my job. well. going my am satisfied with well. Most.
2022-09-23 06:10:27.027027028,41-50,3,It its downs. I its has downs. ups downs. downs. feel job. I its about feel.
2022-10-09 15:41:15.675675676,51-60,3,Feel It and feel downs. ups downs. job. It downs. I its.
2022-07-25 12:02:09.729729730,<30,3,Neutral feel feel I feel has neutral downs. my ups ups its about neutral its feel its has job. feel.
2022-09-17 01:30:48.648648648,>60,3,Downs. has job. neutral my I its has It It job. about neutral about downs. feel its downs..
2022-02-26 20:10:48.648648649,51-60,3,I job. downs. about has feel neutral its neutral ups neutral neutral its ups downs. and its my has.
2022-10-02 08:47:34.054054056,41-50,4,Am going my am are am things Most going well. my well. things are Most satisfied am job. are.
2022-12-12 01:16:23.783783784,>60,4,Satisfied am I satisfied going well. with satisfied satisfied with things am am.
2022-02-25 09:12:04.324324324,51-60,3,Its It has It job. It It feel ups downs. has about It my feel.
2022-08-19 06:40:43.243243244,51-60,4,My Most am with going are my am I things things are are going job. my.
2022-01-09 09:07:44.864864864,<30,4,My things my Most I am well. going going are I well. with satisfied with job. things.
2022-02-23 04:43:57.837837838,>60,4,Most going are things Most are are are am going things.
2022-07-13 20:12:15.135135136,>60,4,My are Most am my I with well. with things Most well..
2022-10-08 13:27:12.432432432,41-50,4,Going are are satisfied going am job. with are going Most Most going.
2022-09-22 12:41:04.864864864,31-40,3,My my its feel my job. neutral feel It ups my.
2022-02-27 04:55:29.729729730,31-40,4,Job. am are things are job. am Most going are satisfied I are job. going.
2022-05-26 17:53:52.432432432,<30,4,Most satisfied job. I job. things am satisfied things am I well. Most I with satisfied.
2022-05-27 20:07:55.675675676,<30,4,My my going are am going am things job. satisfied my going.
2022-05-29 07:06:40.000000000,41-50,3,Job. feel I feel I has and its ups job. ups has downs. its I about I has.
2022-10-07 19:57:50.270270272,51-60,3,And about feel about has It It job. my I ups downs. and feel about and has and downs. about neutral.
2022-10-19 03:03:03.783783784,>60,3,And neutral downs. has neutral my neutral neutral ups feel feel.
2022-10-01 06:33:30.810810812,<30,3,About I ups about ups job. has ups and I about I my about feel I feel feel about.
2022-01-22 11:56:23.783783783,<30,4,Job. I job. am satisfied things satisfied with Most going.
2022-12-27 08:33:09.189189192,41-50,3,And its I my and I downs. It downs. job. its neutral feel has my.
2022-01-16 16:01:26.486486486,>60,3,About I my It and downs. downs. about my its neutral It.
2022-01-07 13:24:19.459459459,<30,4,With my things my with well. well. are my are with job. my going Most Most are.
2022-07-26 05:31:31.891891892,31-40,3,Its downs. has It my neutral I It downs. downs. about.
2022-02-28 07:09:32.972972973,41-50,3,Its has about ups and has job. has job. its feel ups neutral about.
2022-11-20 13:20:00.000000000,51-60,3,Has ups its ups job. It ups my feel I downs. job. I.
2022-06-02 07:18:11.891891892,>60,4,Job. going am going I I are are job. going with satisfied are.
2022-10-13 15:52:47.567567568,<30,3,Its downs. I ups my and feel neutral downs. my feel its its and its I downs..
2022-08-12 08:31:42.702702704,41-50,4,With I with going things my well. am job. satisfied I are I my my job. satisfied.
2022-12-08 18:34:14.054054056,51-60,4,My am satisfied well. satisfied with job. am Most my well. are job. are am I are job. my.
2022-01-06 19:54:57.297297297,<30,4,Most my job. Most satisfied my things satisfied things are things job. with am am job..
2022-05-28 04:52:36.756756758,<30,5,Supportive. The I job. I with supportive. environment very is work excellent very I with environment and.
2022-10-28 05:40:10.810810812,>60,3,Has downs. its downs. my its about feel feel feel about job. my downs. It I job..
2022-08-07 23:35:29.729729732,31-40,4,Things are my job. job. going going with well. going satisfied am am am well. satisfied job. am job. am.
2022-09-27 15:06:40.000000000,<30,4,Most with satisfied going are well. Most my Most Most Most with Most I going well. with my.
2022-10-17 07:19:38.378378380,51-60,4,With things satisfied satisfied my am with job. with things with job. are with job..
2022-03-29 10:44:19.459459460,<30,3,Downs. neutral neutral ups its feel It job. downs. downs. I.
2022-10-27 12:10:48.648648648,<30,4,Satisfied things job. job. am satisfied satisfied with am.
2022-05-21 06:43:36.216216216,<30,3,And has about I feel about I neutral I It about neutral its downs. about.
2022-10-22 18:29:54.594594596,41-50,3,My my It about my has I has I It.
2022-02-13 17:22:09.729729730,>60,4,With I my well. going satisfied am I with well..
2022-09-22 12:41:04.864864864,<30,4,Most with things Most with my am I things Most job. my Most.
2022-02-10 01:55:18.918918919,41-50,4,Well. going my satisfied Most with well. are things I going satisfied job..
2022-11-24 22:16:12.972972972,51-60,5,The and work with is with supportive. excellent very is supportive. am and job..
2022-07-15 15:55:40.540540542,31-40,3,Downs. about about downs. my has I feel downs. ups ups I has about It downs..
2022-08-07 14:50:48.648648648,41-50,4,Most Most Most satisfied am with going well. well..
2022-02-06 10:28:28.108108108,51-60,4,I my are am things I job. well. with am with things satisfied are my I Most job. going.
2022-03-20 08:07:12.432432433,41-50,4,Job. my Most am satisfied going Most my am things job..
2022-05-18 08:46:07.567567568,41-50,4,Am well. are are are am satisfied I well. things satisfied Most are my things.
2022-02-13 17:22:09.729729730,<30,5,With and is is supportive. job. is work very very excellent supportive. excellent I excellent and am excellent environment.
2022-10-06 17:43:47.027027028,<30,4,My Most things are well. job. satisfied Most Most Most job. Most am well..
2022-02-08 14:56:34.594594594,41-50,4,With well. satisfied with well. satisfied satisfied job. well. I I going well. my with.
2022-10-13 15:52:47.567567568,>60,4,I are are things Most are job. I am well. job. with.
2022-02-19 22:01:48.108108108,>60,4,Satisfied things job. Most things Most my my are going with Most am with satisfied job. my things.
2022-04-30 21:01:15.675675676,31-40,3,Feel feel I ups my neutral feel has feel feel and I It neutral my.
2022-02-03 03:46:18.378378378,<30,4,Are satisfied job. are my going job. job. are things with job. my I Most well. well. things.
2022-02-10 01:55:18.918918919,41-50,4,Things are well. with are satisfied satisfied satisfied well. Most Most satisfied going things.
2022-03-11 05:30:05.405405406,31-40,4,I my job. things job. well. I my satisfied things going well. going I Most satisfied I my Most with.
2022-12-25 12:49:43.783783784,31-40,4,Job. job. my my well. are going things am with I satisfied going going.
2022-06-15 01:22:09.729729730,51-60,4,My am are I Most going satisfied I are with well. my.
